action_date,action_date_fiscal_year,award_description,award_id,award_piid_ref,award_type,award_type_code,awarding_agency_code,awarding_agency_name,awarding_office_code,awarding_office_name,awarding_sub_agency_code,awarding_sub_agency_name,contract_award_unique_key,dollars_obligated,last_modified_date,naics_code,number_of_actions,parent_award_agency_id,parent_award_agency_name,plop_city,plop_congressional_district,plop_country_code,plop_country_name,plop_county,plop_state,plop_state_code,plop_zip,pop_end_date,pop_potential_end_date,pop_start_date,recipient_city,recipient_duns,recipient_name,recipient_zip_code,year,plop_zip_5,recipient_zip_code_5
2021-05-17 00:00:00,2021,EDITING CONTRACT,140G0121D0010,140G0121F0161,DELIVERY ORDER,C,14,DEPARTMENT OF THE INTERIOR (DOI),140G01,OFC OF ACQUSITION  GRANTS-NATIONAL,1434,US GEOLOGICAL SURVEY,CONT_AWD_140G0121F0161_1434_140G0121D0010_1434,89763.19,2021-05-19 13:20:49,541690,1.0,1434,US GEOLOGICAL SURVEY,HERNDON,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,201920001,2022-03-31 00:00:00,2022-03-31 00:00:00,2021-04-01 00:00:00,HERNDON,80686536,APERTURE FEDERAL LLC,201715228.0,2021,20192,20171
2021-06-07 00:00:00,2021,ADMINISTRATIVE SUPPORT FOR REGION 3,15M10418DA4100007,15M10420FA4100048,DELIVERY ORDER,C,15,DEPARTMENT OF JUSTICE (DOJ),15M104,"U.S. DEPT OF JUSTICE, USMS",1544,U.S. MARSHALS SERVICE,CONT_AWD_15M10420FA4100048_1544_15M10418DA4100007_1544,729.44,2021-06-07 15:53:57,541611,1.0,1544,U.S. MARSHALS SERVICE,FALLS CHURCH,8.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,220412234,2021-09-30 00:00:00,2021-09-30 00:00:00,2020-09-20 00:00:00,FALLS CHURCH,615079147,TUBA GROUP INC,220412219.0,2021,22041,22041
2021-05-27 00:00:00,2021,RECORD CODING AND QUALITY CONTROL SERVICES,61320618P0044,61320618P0044,PURCHASE ORDER,B,61,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),613206,CONSUMER PRODUCT SAFETY COMMISSION,6100,CONSUMER PRODUCT SAFETY COMMISSION,CONT_AWD_61320618P0044_6100_-NONE-_-NONE-,350045.0,2021-05-27 11:02:11,541611,1.0,6100,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),BETHESDA,8.0,USA,UNITED STATES,MONTGOMERY,MARYLAND,MD,208144408,2022-06-30 00:00:00,2023-06-30 00:00:00,2018-08-28 00:00:00,CATONSVILLE,78787816,RELI GROUP INC,212284851.0,2021,20814,21228
2021-06-22 00:00:00,2021,"CALL ORDER 05GA0A21K0089 IS ISSUED AGAINST BPA 05GA0A19A0003 IN THE AMOUNT OF $1,400.00 FOR: REF LINE  1  EEO COUNSELING  SERVICES  FOR, PERIOD OF 06/07/2021-04/07/2022.",05GA0A19A0003,05GA0A21K0089,BPA CALL,A,5,GOVERNMENT ACCOUNTABILITY OFFICE (GAO),05GA0A,US GAO ACQUISITION MANAGEMENT,0559,"GAO, EXCEPT COMPTROLLER GENERAL",CONT_AWD_05GA0A21K0089_0559_05GA0A19A0003_0559,1400.0,2021-06-22 12:48:19,541611,1.0,0559,"GAO, EXCEPT COMPTROLLER GENERAL",BOWIE,5.0,USA,UNITED STATES,PRINCE GEORGES,MARYLAND,MD,207161300,2022-04-07 00:00:00,2022-04-07 00:00:00,2021-06-23 00:00:00,BOWIE,4841107,PCS ENTERPRISES INC,207161300.0,2021,20716,20716
2021-06-07 00:00:00,2021,WATER TESTING SERVICES,36C25619C0086,36C25619C0086,DEFINITIVE CONTRACT,D,36,DEPARTMENT OF VETERANS AFFAIRS (VA),36C256,256-NETWORK CONTRACT OFFICE 16 (36C256),3600,"VETERANS AFFAIRS, DEPARTMENT OF",CONT_AWD_36C25619C0086_3600_-NONE-_-NONE-,12105.6,2021-06-07 12:28:23,541620,1.0,3600,DEPARTMENT OF VETERANS AFFAIRS (VA),PINEVILLE,5.0,USA,UNITED STATES,RAPIDES,LOUISIANA,LA,713600101,2022-06-30 00:00:00,2024-06-30 00:00:00,2019-07-01 00:00:00,SAN ANTONIO,63027986,HYPERION BIOTECHNOLOGY INC,782481232.0,2021,71360,78248
2021-05-27 00:00:00,2021,LEGIONELLA WATER TESTING - CHANGE ITEM REQUIREMENTS FOR VA BOSTON HEALTHCARE SYSTEM. MOD TO DEOBLIGATE EXCESS FUNDS,VA24117D0090,36C24119N0524,DELIVERY ORDER,C,36,DEPARTMENT OF VETERANS AFFAIRS (VA),36C241,241-NETWORK CONTRACT OFFICE 01 (36C241),3600,"VETERANS AFFAIRS, DEPARTMENT OF",CONT_AWD_36C24119N0524_3600_VA24117D0090_3600,-477.05,2021-05-27 14:52:34,541620,1.0,3600,"VETERANS AFFAIRS, DEPARTMENT OF",BEDFORD,6.0,USA,UNITED STATES,MIDDLESEX,MASSACHUSETTS,MA,017302318,2020-06-30 00:00:00,2020-06-30 00:00:00,2019-07-01 00:00:00,BEDFORD,54671359,MABBETT & ASSOCIATES INC,17302318.0,2021,01730,17302
2021-05-25 00:00:00,2021,FUNDING,DTFAWA10A00073,693KA920F00092,BPA CALL,A,69,DEPARTMENT OF TRANSPORTATION (DOT),693KA9,693KA9 CONTRACTING FOR SERVICES,6920,FEDERAL AVIATION ADMINISTRATION,CONT_AWD_693KA920F00092_6920_DTFAWA10A00073_6920,100000.0,2021-05-25 10:07:16,541611,1.0,6920,FEDERAL AVIATION ADMINISTRATION,ALEXANDRIA,8.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,223121461,2022-05-06 00:00:00,2022-05-06 00:00:00,2020-05-05 00:00:00,ALEXANDRIA,788518996,NATIONWIDE IT SERVICES INC,223121461.0,2021,22312,22312
2021-05-06 00:00:00,2021,CLIN 001 FOR TRAVEL AND ODCS,47QRAA19D00C1,12314421F0223,DELIVERY ORDER,C,12,DEPARTMENT OF AGRICULTURE (USDA),123144,"USDA, OCP-POD-ACQ-MGMT-BRANCH-FTC",1205,"USDA, DEPARTMENTAL ADMINISTRATION",CONT_AWD_12314421F0223_1205_47QRAA19D00C1_4732,54000.0,2021-05-06 13:43:03,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,202500001,2022-10-11 00:00:00,2022-10-11 00:00:00,2021-03-19 00:00:00,MANASSAS,626389303,CONTRACT SOLUTIONS INC,201093433.0,2021,20250,20109
2021-05-04 00:00:00,2021,"WATER/WASTEWATER AGENCY RESPONSE NETWORK (WARN), DROUGHT, INCIDENT ACTION CHECKLIST (IAC) AND AMERICA'S WATER INFRASTRUCTURE ACT (AWIA) SUPPORT IN ACCORDANCE WITH THE ATTACHED PERFORMANCE WORK STATEMENT.  GS-10F-0304T/BPA 68HERC19A0001 (HORSLE",68HERC19A0001,68HERC20F0210,BPA CALL,A,68,ENVIRONMENTAL PROTECTION AGENCY (EPA),68HERC,CINCINNATI ACQUISITION DIV (CAD),6800,ENVIRONMENTAL PROTECTION AGENCY,CONT_AWD_68HERC20F0210_6800_68HERC19A0001_6800,154824.2,2021-05-04 16:43:17,541620,1.0,6800,ENVIRONMENTAL PROTECTION AGENCY,SANDWICH,9.0,USA,UNITED STATES,BARNSTABLE,MASSACHUSETTS,MA,025635301,2021-09-30 00:00:00,2021-09-30 00:00:00,2020-05-22 00:00:00,SANDWICH,618387484,HORSLEY WITTEN GROUP INC,25635301.0,2021,02563,25635
2021-06-23 00:00:00,2021,EXERCISE OPTION YEAR 4 FOR LEGIONELLA WATER TESTING.,VA24117D0090,36C24121N0752,DELIVERY ORDER,C,36,DEPARTMENT OF VETERANS AFFAIRS (VA),36C241,241-NETWORK CONTRACT OFFICE 01 (36C241),3600,"VETERANS AFFAIRS, DEPARTMENT OF",CONT_AWD_36C24121N0752_3600_VA24117D0090_3600,201026.5,2021-06-23 15:07:24,541620,1.0,3600,"VETERANS AFFAIRS, DEPARTMENT OF",JAMAICA PLAIN,7.0,USA,UNITED STATES,SUFFOLK,MASSACHUSETTS,MA,021304817,2022-06-30 00:00:00,2022-06-30 00:00:00,2021-07-01 00:00:00,BEDFORD,54671359,MABBETT & ASSOCIATES INC,17302318.0,2021,02130,17302
2021-06-14 00:00:00,2021,ACTIVATION SERVICES FOR THE NEW TAMPA BED TOWER,36A77620C0002,36A77620C0002,DEFINITIVE CONTRACT,D,36,DEPARTMENT OF VETERANS AFFAIRS (VA),36A776,PCAC ACTIVATIONS (36A776),3600,"VETERANS AFFAIRS, DEPARTMENT OF",CONT_AWD_36A77620C0002_3600_-NONE-_-NONE-,283117.83,2021-06-14 11:43:59,541614,1.0,3600,DEPARTMENT OF VETERANS AFFAIRS (VA),TAMPA,14.0,USA,UNITED STATES,HILLSBOROUGH,FLORIDA,FL,336124745,2022-03-18 00:00:00,2022-03-18 00:00:00,2020-06-19 00:00:00,ALEXANDRIA,829828198,CONCOURSE FEDERAL GROUP LLC,223143327.0,2021,33612,22314
2021-05-28 00:00:00,2021,PHASE IA/B ARCHAEOLOGICAL SURVEY FOR TIOGA COUNTY FY2021.,12FPC421P0033,12FPC421P0033,PURCHASE ORDER,B,12,DEPARTMENT OF AGRICULTURE (USDA),12FPC4,FPAC BUS CNTR-ACQ DIV-OPS BRA-SEC 4,12D0,FARM PRODUCTION AND CONSERVATION BUSINESS CENTER,CONT_AWD_12FPC421P0033_12D0_-NONE-_-NONE-,6806.32,2021-05-28 15:26:29,541620,1.0,12D0,DEPARTMENT OF AGRICULTURE (USDA),HARRISBURG,10.0,USA,UNITED STATES,DAUPHIN,PENNSYLVANIA,PA,171111010,2021-09-14 00:00:00,2021-09-14 00:00:00,2021-05-28 00:00:00,FREDERICK,362471443,R CHRISTOPHER GOODWIN & ASSOCIATES INC,217013601.0,2021,17111,21701
2021-06-22 00:00:00,2021,955 INVESTIGATION,1305M418ANAAA0004,1305M419FNAAJ0078,BPA CALL,A,13,DEPARTMENT OF COMMERCE (DOC),1305M4,DEPT OF COMMERCE NOAA,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,CONT_AWD_1305M419FNAAJ0078_1330_1305M418ANAAA0004_1330,15300.0,2021-06-22 08:33:15,541611,1.0,1330,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,RESTON,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,201911101,2022-06-10 00:00:00,2022-06-10 00:00:00,2019-06-11 00:00:00,CENTREVILLE,111187295,GOLDEN KEY GROUP LLC,201212145.0,2021,20191,20121
2021-06-24 00:00:00,2021,"THE PURPOSE OF THE ADMINISTRATIVE DATA IMPROVEMENT REQUIREMENT IS TO IMPROVE THE QUALITY, COMPARABILITY, AND ACCESSIBILITY OF ELEMENTARY AND SECONDARY EDUCATION DATA.",GS10F035AA,91990021F0031,DELIVERY ORDER,C,91,DEPARTMENT OF EDUCATION (ED),919900,CONTRACTS AND ACQUISTIONS MANAGEMEN,9100,"EDUCATION, DEPARTMENT OF",CONT_AWD_91990021F0031_9100_GS10F035AA_4732,1063056.4,2021-06-24 12:40:52,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,FAIRFAX,11.0,USA,UNITED STATES,FAIRFAX CITY,VIRGINIA,VA,220303030,2022-09-26 00:00:00,2026-09-26 00:00:00,2021-09-27 00:00:00,FAIRFAX,170941087,QUALITY INFORMATION PARTNERS INC,220303030.0,2021,22030,22030
2021-06-21 00:00:00,2021,SOUTHERN NEVADA FISH AND WILDLIFE OFFICE- MOJAVE DESERT TORTOISE MANAGEMENT OVERSIGHT GROUP FACILITATION,140F0120P0007,140F0120P0007,PURCHASE ORDER,B,14,DEPARTMENT OF THE INTERIOR (DOI),140F01,FWS PACIFIC REGIONAL OFFICE,1448,U.S. FISH AND WILDLIFE SERVICE,CONT_AWD_140F0120P0007_1448_-NONE-_-NONE-,-3399.94,2021-06-21 11:15:55,541611,1.0,1448,DEPARTMENT OF THE INTERIOR (DOI),BEND,2.0,USA,UNITED STATES,DESCHUTES,OREGON,OR,977038405,2021-06-15 00:00:00,2024-10-28 00:00:00,2019-10-29 00:00:00,BEND,105966431,MARY ORTON COMPANY LLC THE,977038405.0,2021,97703,97703
2021-06-14 00:00:00,2021,NIDDK - SECURE TRANSCRIPTION SERVICES TO CAPTURE WHAT IS DISCUSSED DURING THE NIDDK ADVISORY COUNCIL MEETINGS,75N94021P00399,75N94021P00399,PURCHASE ORDER,B,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75N940,NATIONAL INSTITUTES OF HEALTH NICHD,7529,NATIONAL INSTITUTES OF HEALTH,CONT_AWD_75N94021P00399_7529_-NONE-_-NONE-,6840.0,2021-06-14 16:57:37,541690,1.0,7529,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),ALEXANDRIA,8.0,USA,UNITED STATES,ALEXANDRIA CITY,VIRGINIA,VA,223143403,2022-06-20 00:00:00,2026-06-20 00:00:00,2021-06-21 00:00:00,ALEXANDRIA,101929305,DIVERSIFIED REPORTING SERVICES INC,223143403.0,2021,22314,22314
2021-05-04 00:00:00,2021,ASBESTOS AIR MONITORING,36C25621P0885,36C25621P0885,PURCHASE ORDER,B,36,DEPARTMENT OF VETERANS AFFAIRS (VA),36C256,256-NETWORK CONTRACT OFFICE 16 (36C256),3600,"VETERANS AFFAIRS, DEPARTMENT OF",CONT_AWD_36C25621P0885_3600_-NONE-_-NONE-,9347.79,2021-05-04 18:19:56,541620,1.0,3600,DEPARTMENT OF VETERANS AFFAIRS (VA),SHREVEPORT,4.0,USA,UNITED STATES,CADDO,LOUISIANA,LA,711014433,2021-11-30 00:00:00,2021-11-30 00:00:00,2021-05-10 00:00:00,HOUSTON,102873283,MECX INC,770542512.0,2021,71101,77054
2021-06-02 00:00:00,2021,PROCUREMENT TECH & ADMIN SUPPORT SERVICES BLM NEVADA STATE OFFICE,140L3921P0083,140L3921P0083,PURCHASE ORDER,B,14,DEPARTMENT OF THE INTERIOR (DOI),140L39,NEVADA STATE OFFICE,1422,BUREAU OF LAND MANAGEMENT,CONT_AWD_140L3921P0083_1422_-NONE-_-NONE-,166082.52,2021-06-02 22:25:50,541611,1.0,1422,DEPARTMENT OF THE INTERIOR (DOI),RENO,2.0,USA,UNITED STATES,WASHOE,NEVADA,NV,895027147,2022-05-31 00:00:00,2024-05-31 00:00:00,2021-06-01 00:00:00,FREDERICKSBURG,81097564,WESTERN DOOR FEDERAL LLC,224014932.0,2021,89502,22401
2021-06-18 00:00:00,2021,"COMPLETE PA/SI FOR HOLLINGSHEAD SITE, IN ACCORDANCE WITH THE ATTACHED STATEMENT OF WORK.   TOTAL PRICE INCLUDES: TASK 1: DEVELOP PROJECT SCHEDULE AND TASK 2: DEVELOP HEALTH & SAFETY PLAN.",140L0620A0006,140L3921F0091,BPA CALL,A,14,DEPARTMENT OF THE INTERIOR (DOI),140L39,NEVADA STATE OFFICE,1422,BUREAU OF LAND MANAGEMENT,CONT_AWD_140L3921F0091_1422_140L0620A0006_1422,33897.08,2021-06-18 19:10:54,541620,1.0,1422,BUREAU OF LAND MANAGEMENT,RENO,2.0,USA,UNITED STATES,WASHOE,NEVADA,NV,895026263,2023-01-06 00:00:00,2023-01-06 00:00:00,2021-07-06 00:00:00,COSTA MESA,17526802,ENVIRONMENTAL COST MANAGEMENT INC,926261480.0,2021,89502,92626
2021-05-20 00:00:00,2021,TECHNICAL SUPPORT SERVICES FOR EM-5.3 - OFFICE OF BUDGET AND COMMUNICATIONS,89303319DEM000023,89303320FEM400141,DELIVERY ORDER,C,89,DEPARTMENT OF ENERGY (DOE),893033,EM-ENVIRONMENTAL MGMT CON BUS CTR,8900,"ENERGY, DEPARTMENT OF",CONT_AWD_89303320FEM400141_8900_89303319DEM000023_8900,210000.0,2021-05-20 07:41:00,541620,1.0,8900,"ENERGY, DEPARTMENT OF",OAK RIDGE,3.0,USA,UNITED STATES,ANDERSON,TENNESSEE,TN,378308040,2023-03-09 00:00:00,2023-03-09 00:00:00,2020-03-10 00:00:00,OAK RIDGE,81075978,BTP SERVICES LLC,378308040.0,2021,37830,37830
2021-05-20 00:00:00,2021,HUMAN CENTERED DESIGN (HCD) & SECTION 508 SUPPORT SERVICES,75FCMC21C0014,75FCMC21C0014,DEFINITIVE CONTRACT,D,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,CONT_AWD_75FCMC21C0014_7530_-NONE-_-NONE-,1596493.49,2021-05-27 20:52:27,541611,1.0,7530,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),ELLICOTT CITY,7.0,USA,UNITED STATES,HOWARD,MARYLAND,MD,210434548,2022-05-21 00:00:00,2023-06-21 00:00:00,2021-05-22 00:00:00,PHOENIX,828429808,RAINMAKERS STRATEGIC SOLUTIONS LLC,850231268.0,2021,21043,85023
2021-05-27 00:00:00,2021,CLOSEOUT MODIFICATION,GS10F0269K,DOCYA132315NC0265,DELIVERY ORDER,C,13,DEPARTMENT OF COMMERCE (DOC),1333LB,DEPT OF COMMERCE CENSUS,1323,US CENSUS BUREAU,CONT_AWD_DOCYA132315NC0265_1323_GS10F0269K_4730,-72956.41,2021-05-27 11:18:18,541611,1.0,4730,FEDERAL ACQUISITION SERVICE,SUITLAND,4.0,USA,UNITED STATES,PRINCE GEORGES,MARYLAND,MD,207462042,2020-09-25 00:00:00,2020-09-25 00:00:00,2015-09-23 00:00:00,BETHESDA,196693170,ECONOMETRICA INC,208143496.0,2021,20746,20814
2021-06-24 00:00:00,2021,NON-PERSONAL SERVICES,SAQMMA16D0022,SAQMMA16F2225,DELIVERY ORDER,C,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_SAQMMA16F2225_1900_SAQMMA16D0022_1900,-480701.2,2021-06-24 14:06:56,541611,1.0,1900,"STATE, DEPARTMENT OF",COLUMBIA,3.0,USA,UNITED STATES,HOWARD,MARYLAND,MD,210459998,2021-06-05 00:00:00,2021-06-05 00:00:00,2016-06-06 00:00:00,COLUMBIA,126658892,KENJYA-TRUSANT GROUP LLC THE,210455156.0,2021,21045,21045
2021-04-30 00:00:00,2021,"THE OCIO REQUIRES IT MANAGEMENT, BUSINESS CONSULTING, AND SUPPORT SERVICES TO ACCOMPLISH ITS MISSION, STRATEGY, AND STRATEGIC GOALS.",89303021CIM000006,89303021CIM000006,DEFINITIVE CONTRACT,D,89,DEPARTMENT OF ENERGY (DOE),893030,HEADQUARTERS PROCUREMENT SERVICES,8900,"ENERGY, DEPARTMENT OF",CONT_AWD_89303021CIM000006_8900_-NONE-_-NONE-,824651.17,2021-04-30 15:20:57,541618,1.0,8900,DEPARTMENT OF ENERGY (DOE),ANCHORAGE,0.0,USA,UNITED STATES,ANCHORAGE,ALASKA,AK,995035825,2021-12-21 00:00:00,2026-06-21 00:00:00,2020-12-22 00:00:00,ANCHORAGE,80193549,KADIAK LLC,995035825.0,2021,99503,99503
2021-06-07 00:00:00,2021,CALL AGAINST BPA DJD-17-HQ-S-0025 FOR COMMUNITY OUTREACH SPECIALIST POSITIONS IN PHOENIX FELD DIVISION,DJD17HQS0025,15DDHQ20F00000524,BPA CALL,A,15,DEPARTMENT OF JUSTICE (DOJ),15DDHQ,HEADQUATERS,1524,DRUG ENFORCEMENT ADMINISTRATION,CONT_AWD_15DDHQ20F00000524_1524_DJD17HQS0025_1524,-26115.3,2021-06-07 11:15:43,541613,1.0,1524,DRUG ENFORCEMENT ADMINISTRATION,SPRINGFIELD,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,221520750,2021-04-19 00:00:00,2021-04-19 00:00:00,2020-04-29 00:00:00,ROCKVILLE,38727355,LINKS MEDIA LLC,208504111.0,2021,22152,20850
2021-05-19 00:00:00,2021,REGION 1 BIOLOGICAL INCIDENT ANNEX,HSFE2016A0202,70FB7021F00000111,BPA CALL,A,70,DEPARTMENT OF HOMELAND SECURITY (DHS),70FB70,INCIDENT SUPPORT SECTION(ISS70),7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,CONT_AWD_70FB7021F00000111_7022_HSFE2016A0202_7022,227814.4,2021-05-19 12:57:10,541611,1.0,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,BOSTON,8.0,USA,UNITED STATES,SUFFOLK,MASSACHUSETTS,MA,021103602,2022-08-03 00:00:00,2022-08-03 00:00:00,2021-05-19 00:00:00,MORRISVILLE,601275282,INNOVATIVE EMERGENCY MANAGEMEN,275608477.0,2021,02110,27560
2021-06-11 00:00:00,2021,ADMINISTRATIVE SUPPORT SERVICES,HHSF223201810005B,75F40118F18026,BPA CALL,A,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75F401,FDA OFFICE OF ACQ  GRANT SVCS,7524,FOOD AND DRUG ADMINISTRATION,CONT_AWD_75F40118F18026_7524_HHSF223201810005B_7524,-2375.03,2021-06-11 11:33:13,541611,1.0,7524,FOOD AND DRUG ADMINISTRATION,RESTON,11.0,USA,UNITED STATES,FAIRFAX,VIRGINIA,VA,201905298,2020-07-17 00:00:00,2020-07-17 00:00:00,2018-07-17 00:00:00,RESTON,134718985,BRILLIENT CORPORATION,201905298.0,2021,20190,20190
2021-05-27 00:00:00,2021,"THE PURPOSES OF MODIFICATION #11 ARE TO: 1) PROVIDE INCREMENTAL FUNDING IN THE AMOUNT OF $150,000.00, THEREBY INCREASING THE TOTAL OBLIGATED AMOUNT FROM $12,589,832.44 TO $12,739,832.44, LEAVING AN UNOBLIGATED BALANCE OF $7,240,483.02 ; 2) UPDATE THE",GS00F061GA,7200AA18M00007,DELIVERY ORDER,C,72,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,CONT_AWD_7200AA18M00007_7200_GS00F061GA_4732,150000.0,2021-05-27 17:31:40,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,ARLINGTON,8.0,USA,UNITED STATES,ARLINGTON,VIRGINIA,VA,222031867,2023-06-21 00:00:00,2023-06-21 00:00:00,2018-06-22 00:00:00,ARLINGTON,114391543,TRAINING RESOURCES GROUP INC,222031867.0,2021,22203,22203
2021-06-15 00:00:00,2021,INTEGRATED PRODUCT TEAM (IPT) FACILITATION AND ACQUISITION SUPPORT SERVICES.  MODIFICATION TO DE-OBLIGATE FOR CLOSEOUT.,VA798S13A0006,36C10G18N0042,BPA CALL,A,36,DEPARTMENT OF VETERANS AFFAIRS (VA),36C10G,STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G),3600,"VETERANS AFFAIRS, DEPARTMENT OF",CONT_AWD_36C10G18N0042_3600_VA798S13A0006_3600,-40949.6,2021-06-15 08:27:24,541611,1.0,3600,"VETERANS AFFAIRS, DEPARTMENT OF",FREDERICKSBURG,1.0,USA,UNITED STATES,SPOTSYLVANIA,VIRGINIA,VA,224084000,2019-04-01 00:00:00,2019-09-30 00:00:00,2018-04-02 00:00:00,COLUMBIA,142540058,PREMIER MANAGEMENT CORPORATION,210455156.0,2021,22408,21045
2021-05-25 00:00:00,2021,STAFF AUGMENTATION SERVICES ISSUED AGAINST 19AQMM18D0085,19AQMM18D0085,19AQMM18F1780,DELIVERY ORDER,C,19,DEPARTMENT OF STATE (DOS),19AQMM,ACQUISITIONS - AQM MOMENTUM,1900,"STATE, DEPARTMENT OF",CONT_AWD_19AQMM18F1780_1900_19AQMM18D0085_1900,273660.8,2021-05-27 09:09:34,541611,1.0,1900,"STATE, DEPARTMENT OF",WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205200001,2022-05-30 00:00:00,2023-05-30 00:00:00,2018-05-31 00:00:00,ANCHORAGE,808113562,TATITLEK TECHNOLOGIES INC,995033673.0,2021,20520,99503
2021-04-30 00:00:00,2021,"DEPARTMENT OF ENERGY (DOE) OFFICE OF ENERGY EFFICIENCY AND RENEWABLE ENERGY (EERE)- MODIFICATION P00005-UPDATE PRICING SHEET, PWS, EXTEND POP AND CHANGE TO A VIRTUAL CONFERENCE,",DEEE0008101,89243419FEE400102,DELIVERY ORDER,C,89,DEPARTMENT OF ENERGY (DOE),892434,GOLDEN FIELD OFFICE,8900,"ENERGY, DEPARTMENT OF",CONT_AWD_89243419FEE400102_8900_DEEE0008101_8900,-17268.21,2021-04-30 14:40:46,541611,1.0,8900,"ENERGY, DEPARTMENT OF",WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,204180007,2021-08-31 00:00:00,2021-08-31 00:00:00,2019-08-14 00:00:00,LEESBURG,80538525,NORTHBOUND SOLUTIONS LLC,201763112.0,2021,20418,20176
2021-05-04 00:00:00,2021,FINANCIAL ALIGNMENT ACTUARIAL AND RATE-REVIEW SERVICES (FAI),GS00F090CA,75FCMC21F0041,DELIVERY ORDER,C,75,DEPARTMENT OF HEALTH AND HUMAN SERVICES (HHS),75FCMC,OFC OF ACQUISITION AND GRANTS MGMT,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,CONT_AWD_75FCMC21F0041_7530_GS00F090CA_4732,2016501.0,2021-05-04 17:44:12,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,WINDSOR MILL,7.0,USA,UNITED STATES,BALTIMORE,MARYLAND,MD,212441850,2022-05-10 00:00:00,2026-05-10 00:00:00,2021-05-11 00:00:00,ANNANDALE,81052516,ACTUARIAL RESEARCH CORPORATION,220033228.0,2021,21244,22003
2021-05-06 00:00:00,2021,FUNDING MODIFICATION,GS00F101DA,69319519F300009,DELIVERY ORDER,C,69,DEPARTMENT OF TRANSPORTATION (DOT),693195,693195 OFFICE OF ACQUISITION MGT,6955,FEDERAL TRANSIT ADMINISTRATION,CONT_AWD_69319519F300009_6955_GS00F101DA_4732,430268.0,2021-05-06 14:45:50,541611,1.0,4732,FEDERAL ACQUISITION SERVICE,WASHINGTON,98.0,USA,UNITED STATES,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,205900001,2024-02-14 00:00:00,2024-02-14 00:00:00,2019-02-15 00:00:00,PENSACOLA,84352801,EBI MANAGEMENT GROUP INC,325025239.0,2021,20590,32502
2021-06-03 00:00:00,2021,MOD P00002 DE-OBLIGATE FUNDING,DTFAWA11A00172,693KA920F00125,BPA CALL,A,69,DEPARTMENT OF TRANSPORTATION (DOT),693JF9,693JF9 HEADQUARTERS,6920,FEDERAL AVIATION ADMINISTRATION,CONT_AWD_693KA920F00125_6920_DTFAWA11A00172_6920,-137298.85,2021-06-03 15:47:44,541611,1.0,6920,FEDERAL AVIATION ADMINISTRATION,FALLS CHURCH,8.0,USA,UNITED STATES,FALLS CHURCH CITY,VIRGINIA,VA,220463845,2021-05-26 00:00:00,2024-05-26 00:00:00,2020-05-26 00:00:00,FALLS CHURCH,962400912,SOURCE SELECTION CONSULTING LLC,220463845.0,2021,22046,22046
